employee_id,employee_code,first_name,last_name,gender,date_of_birth,blood_group,marital_status,role,designation,qualification,specialization,employment_type,department_id,reporting_manager_id,years_of_experience,salary,hire_date,shift_type,employment_status,email,phone_number,emergency_contact_name,emergency_contact,emergency_contact_relation,created_by,updated_by,created_date,updated_date
192,EMP000192,Saanvi,Choudhary,Female,1989-05-26,O+,Divorced,Technician,Senior Technician,DMLT,Radiology,Contract,2,\N,8,50327,2018-05-03,Evening,Active,saanvi.choudhary192@apollohospital.com,9727919409,Emergency Contact,9610556613,Sister,System,System,2023-01-01,2025-01-01
193,EMP000193,Kai,Kumer,Female,1996-11-13,A+,Married,Doctor,Junior Resident,MCh,Orthopedics,Full-time,1,\N,3,89677,2023-01-10,Night,Active,kai.kumer193@apollohospital.com,9320679981,Emergency Contact,9364622517,Sister,System,System,2023-01-01,2025-01-01
194,EMP000194,Daksha,Patla,Male,2000-05-03,O+,Divorced,Pharmacist,Pharmacist,D.Pharm,Clinical Pharmacy,Contract,6,\N,4,49739,2022-07-17,Morning,Active,daksha.patla194@apollohospital.com,9769389833,Emergency Contact,9146591166,Spouse,System,System,2023-01-01,2025-01-01
195,EMP000195,Nandini,Lata,Male,1981-06-12,A+,Married,Pharmacist,Senior Pharmacist,D.Pharm,Retail Pharmacy,Full-time,9,\N,7,57448,2019-10-21,Evening,Active,nandini.lata195@apollohospital.com,9927033521,Emergency Contact,9103924051,Spouse,System,System,2023-01-01,2025-01-01
196,EMP000196,Damyanti,Bahri,Female,1976-01-11,B-,Single,Technician,Chief Technician,MMLT,Blood Bank,Full-time,1,\N,16,64946,2010-04-24,Evening,Active,damyanti.bahri196@apollohospital.com,9879206980,Emergency Contact,9420439407,Father,System,System,2023-01-01,2025-01-01
197,EMP000197,Triya,Merchant,Male,1992-11-09,AB-,Single,Doctor,Consultant,MBBS,Pediatrics,Contract,11,\N,4,99105,2022-11-28,Night,Active,triya.merchant197@apollohospital.com,9636815798,Emergency Contact,9123878003,Sister,System,System,2023-01-01,2025-01-01
198,EMP000198,Dipta,Issac,Female,1986-08-13,A+,Married,Admin,Senior Executive,B.Com,Operations,Full-time,2,\N,11,48621,2015-12-06,General,Active,dipta.issac198@apollohospital.com,9384046084,Emergency Contact,9325621689,Mother,System,System,2023-01-01,2025-01-01
199,EMP000199,Watika,Sheth,Female,1978-10-05,AB-,Married,Technician,Senior Technician,MMLT,Laboratory,Full-time,9,\N,8,46093,2018-07-10,Morning,Active,watika.sheth199@apollohospital.com,9983248262,Emergency Contact,9925188125,Mother,System,System,2023-01-01,2025-01-01
200,EMP000200,Vedhika,Chaudhry,Female,2004-07-14,AB+,Single,Admin,Executive,MBA,HR,Contract,1,\N,3,32577,2023-05-15,General,Active,vedhika.chaudhry200@apollohospital.com,9099499939,Emergency Contact,9330517289,Brother,System,System,2023-01-01,2025-01-01
201,EMP000201,Meghana,Natt,Female,1981-07-16,B+,Single,Nurse,Senior Nurse,GNM,ICU,Contract,7,\N,6,47347,2020-08-05,Morning,Active,meghana.natt201@apollohospital.com,9463331279,Emergency Contact,9757366096,Spouse,System,System,2023-01-01,2025-01-01
202,EMP000202,Jatin,Atwal,Male,1978-12-19,A+,Divorced,Pharmacist,Pharmacy Manager,D.Pharm,Retail Pharmacy,Contract,10,\N,20,84742,2006-10-18,Morning,Active,jatin.atwal202@apollohospital.com,9388608680,Emergency Contact,9347644726,Spouse,System,System,2023-01-01,2025-01-01
203,EMP000203,Zaid,Virk,Male,2001-08-27,A-,Divorced,Nurse,Staff Nurse,M.Sc Nursing,ICU,Full-time,6,\N,2,37472,2024-11-15,Night,Active,zaid.virk203@apollohospital.com,9826657027,Emergency Contact,9937145211,Father,System,System,2023-01-01,2025-01-01
204,EMP000204,Harini,Dave,Female,1968-06-03,O+,Divorced,Doctor,Head Consultant,MCh,Orthopedics,Contract,1,\N,21,180102,2005-09-23,Night,Active,harini.dave204@apollohospital.com,9602592222,Emergency Contact,9064474212,Mother,System,System,2023-01-01,2025-01-01
205,EMP000205,Bakhshi,Majumdar,Male,2004-01-15,O-,Divorced,Nurse,Staff Nurse,GNM,NICU,Full-time,3,\N,1,41231,2025-08-28,Evening,Active,bakhshi.majumdar205@apollohospital.com,9339776719,Emergency Contact,9903849830,Mother,System,System,2023-01-01,2025-01-01
206,EMP000206,Bimala,Nagar,Female,1987-11-12,A+,Divorced,Doctor,Junior Resident,MCh,Pediatrics,Full-time,11,\N,1,79712,2025-01-05,Morning,Active,bimala.nagar206@apollohospital.com,9016224999,Emergency Contact,9827950145,Spouse,System,System,2023-01-01,2025-01-01
207,EMP000207,Nisha,Agate,Male,1972-02-25,A-,Married,Doctor,Head Consultant,DM,Orthopedics,Full-time,6,\N,27,207999,1999-07-27,Night,Active,nisha.agate207@apollohospital.com,9458683390,Emergency Contact,9198179469,Spouse,System,System,2023-01-01,2025-01-01
208,EMP000208,Maanav,Rastogi,Female,1988-10-20,O-,Divorced,Nurse,Chief Nursing Officer,M.Sc Nursing,Ward,Full-time,3,\N,17,70034,2009-06-05,Morning,Active,maanav.rastogi208@apollohospital.com,9934301071,Emergency Contact,9396605583,Father,System,System,2023-01-01,2025-01-01
209,EMP000209,Yoshita,Toor,Male,1991-05-09,AB+,Divorced,Pharmacist,Senior Pharmacist,M.Pharm,Retail Pharmacy,Contract,7,\N,12,69683,2014-02-10,Morning,Active,yoshita.toor209@apollohospital.com,9155699023,Emergency Contact,9557702727,Sister,System,System,2023-01-01,2025-01-01
210,EMP000210,Chaman,Uppal,Male,1983-07-24,AB+,Divorced,Technician,Chief Technician,MMLT,MRI,Contract,3,\N,15,61548,2011-01-27,Morning,Active,chaman.uppal210@apollohospital.com,9395512405,Emergency Contact,9682996291,Spouse,System,System,2023-01-01,2025-01-01
211,EMP000211,Wazir,Pal,Male,1984-05-14,B-,Married,Nurse,Staff Nurse,B.Sc Nursing,OT,Contract,7,\N,2,37770,2024-02-16,Night,Active,wazir.pal211@apollohospital.com,9421503178,Emergency Contact,9078235784,Spouse,System,System,2023-01-01,2025-01-01
212,EMP000212,Atharv,Jain,Female,1987-09-22,A+,Married,Doctor,Junior Resident,DM,Neurology,Full-time,6,\N,2,82033,2024-03-07,Evening,Active,atharv.jain212@apollohospital.com,9091570184,Emergency Contact,9094353344,Sister,System,System,2023-01-01,2025-01-01
213,EMP000213,Xalak,Saini,Female,1976-11-04,B+,Married,Doctor,Senior Consultant,MBBS,Cardiology,Full-time,7,\N,15,154850,2011-05-05,Night,Active,xalak.saini213@apollohospital.com,9881385854,Emergency Contact,9249321495,Sister,System,System,2023-01-01,2025-01-01
214,EMP000214,Mohini,Sarma,Male,1976-03-01,A+,Single,Nurse,Staff Nurse,B.Sc Nursing,ICU,Full-time,7,\N,2,36705,2024-08-22,Evening,Active,mohini.sarma214@apollohospital.com,9629979545,Emergency Contact,9381792171,Brother,System,System,2023-01-01,2025-01-01
215,EMP000215,Neelima,Sankaran,Male,1985-08-08,AB+,Married,Nurse,Nursing Supervisor,B.Sc Nursing,Emergency,Contract,2,\N,15,67731,2011-04-05,Night,Active,neelima.sankaran215@apollohospital.com,9557701715,Emergency Contact,9772459928,Father,System,System,2023-01-01,2025-01-01
216,EMP000216,Rehaan,Jani,Male,1978-02-11,A-,Married,Pharmacist,Pharmacy Manager,M.Pharm,Retail Pharmacy,Full-time,6,\N,23,90883,2003-09-21,Evening,Active,rehaan.jani216@apollohospital.com,9393827615,Emergency Contact,9396695832,Father,System,System,2023-01-01,2025-01-01
217,EMP000217,Diya,Sami,Male,1969-02-19,AB-,Divorced,Admin,Manager,BBA,Procurement,Full-time,11,\N,32,76443,1994-10-15,General,Active,diya.sami217@apollohospital.com,9619196570,Emergency Contact,9132902278,Spouse,System,System,2023-01-01,2025-01-01
218,EMP000218,Leela,Dara,Female,1981-10-15,AB-,Married,Admin,Manager,B.Com,Procurement,Full-time,4,\N,20,62880,2006-04-07,General,Active,leela.dara218@apollohospital.com,9190986240,Emergency Contact,9580085140,Mother,System,System,2023-01-01,2025-01-01
219,EMP000219,Charan,Goel,Female,1969-10-13,O+,Married,Doctor,Head Consultant,DM,Radiology,Contract,10,\N,23,191465,2003-11-11,Morning,Active,charan.goel219@apollohospital.com,9272386562,Emergency Contact,9422010276,Mother,System,System,2023-01-01,2025-01-01
220,EMP000220,Aahana,Ganguly,Female,1999-11-26,O-,Divorced,Nurse,Staff Nurse,M.Sc Nursing,Ward,Contract,7,\N,2,41105,2024-07-28,Morning,Active,aahana.ganguly220@apollohospital.com,9786876532,Emergency Contact,9690973846,Sister,System,System,2023-01-01,2025-01-01
221,EMP000221,Frederick,Shere,Female,1968-01-02,AB-,Single,Nurse,Chief Nursing Officer,M.Sc Nursing,Ward,Full-time,6,\N,24,87878,2002-10-16,Night,Active,frederick.shere221@apollohospital.com,9128478189,Emergency Contact,9137189490,Spouse,System,System,2023-01-01,2025-01-01
222,EMP000222,Vasudha,Nath,Female,1970-08-15,AB-,Married,Nurse,Staff Nurse,B.Sc Nursing,OT,Contract,7,\N,1,36369,2025-09-16,Morning,Active,vasudha.nath222@apollohospital.com,9094940792,Emergency Contact,9904904712,Sister,System,System,2023-01-01,2025-01-01
223,EMP000223,Samuel,Bobal,Female,2000-05-05,AB+,Married,Nurse,Staff Nurse,GNM,ICU,Contract,11,\N,3,42946,2023-10-09,Morning,Active,samuel.bobal223@apollohospital.com,9927524372,Emergency Contact,9805129276,Brother,System,System,2023-01-01,2025-01-01
224,EMP000224,Zayan,Savant,Male,1989-12-21,AB-,Single,Nurse,Nursing Supervisor,M.Sc Nursing,OT,Full-time,2,\N,15,68188,2011-03-07,Morning,Active,zayan.savant224@apollohospital.com,9027674783,Emergency Contact,9667428604,Brother,System,System,2023-01-01,2025-01-01
225,EMP000225,Ranbir,Chandran,Female,1972-06-17,A-,Divorced,Doctor,Head Consultant,MS,Radiology,Full-time,10,\N,22,187001,2004-11-02,Night,Active,ranbir.chandran225@apollohospital.com,9454414967,Emergency Contact,9393852580,Father,System,System,2023-01-01,2025-01-01
226,EMP000226,Yashoda,Krishnamurthy,Male,2000-07-04,O-,Married,Nurse,Staff Nurse,GNM,OT,Contract,5,\N,1,36063,2025-09-04,Morning,Active,yashoda.krishnamurthy226@apollohospital.com,9009109391,Emergency Contact,9119269212,Spouse,System,System,2023-01-01,2025-01-01
227,EMP000227,Ishita,Chowdhury,Female,1978-11-03,AB+,Married,Doctor,Senior Consultant,MS,Pediatrics,Contract,4,\N,15,148326,2011-11-15,Morning,Active,ishita.chowdhury227@apollohospital.com,9406650442,Emergency Contact,9717396271,Mother,System,System,2023-01-01,2025-01-01
228,EMP000228,Ekansh,Nagi,Male,1962-04-20,O-,Divorced,Doctor,Head Consultant,MS,Neurology,Full-time,11,\N,28,212285,1998-11-04,Morning,Active,ekansh.nagi228@apollohospital.com,9194707200,Emergency Contact,9642569087,Brother,System,System,2023-01-01,2025-01-01
229,EMP000229,Tanish,Pai,Female,1976-12-25,B-,Single,Pharmacist,Pharmacy Manager,B.Pharm,Inventory,Full-time,6,\N,13,72300,2013-02-18,Evening,Active,tanish.pai229@apollohospital.com,9198554601,Emergency Contact,9585174328,Father,System,System,2023-01-01,2025-01-01
230,EMP000230,Idika,Dua,Female,1980-04-10,A-,Divorced,Nurse,Chief Nursing Officer,M.Sc Nursing,OT,Full-time,9,\N,22,79985,2004-12-13,Morning,Active,idika.dua230@apollohospital.com,9732030937,Emergency Contact,9618478700,Spouse,System,System,2023-01-01,2025-01-01
231,EMP000231,Noah,Ratta,Female,2001-12-02,B-,Divorced,Nurse,Staff Nurse,M.Sc Nursing,NICU,Contract,2,\N,3,41754,2023-07-04,Night,Active,noah.ratta231@apollohospital.com,9829310270,Emergency Contact,9790320204,Father,System,System,2023-01-01,2025-01-01
232,EMP000232,Udant,Bawa,Male,1967-10-03,O-,Divorced,Doctor,Senior Consultant,MCh,General Medicine,Contract,9,\N,11,127516,2015-02-04,Morning,Active,udant.bawa232@apollohospital.com,9656519825,Emergency Contact,9309251142,Brother,System,System,2023-01-01,2025-01-01
233,EMP000233,Sanya,Sahota,Female,1986-06-18,B-,Divorced,Doctor,Senior Consultant,MBBS,Orthopedics,Contract,9,\N,12,132818,2014-03-15,Night,Active,sanya.sahota233@apollohospital.com,9962071002,Emergency Contact,9194672324,Sister,System,System,2023-01-01,2025-01-01
234,EMP000234,Jeevika,Handa,Male,1976-04-06,A+,Divorced,Technician,Chief Technician,DMLT,CT Scan,Contract,6,\N,14,60213,2012-10-23,Morning,Active,jeevika.handa234@apollohospital.com,9456083318,Emergency Contact,9195883734,Father,System,System,2023-01-01,2025-01-01
235,EMP000235,Nathan,Merchant,Female,1991-03-22,B+,Single,Pharmacist,Pharmacist,M.Pharm,Clinical Pharmacy,Full-time,4,\N,2,41842,2024-08-16,Evening,Active,nathan.merchant235@apollohospital.com,9436459701,Emergency Contact,9082207811,Mother,System,System,2023-01-01,2025-01-01
236,EMP000236,Falguni,Bali,Male,1976-10-11,AB-,Single,Nurse,Chief Nursing Officer,GNM,OT,Contract,2,\N,19,71865,2007-07-07,Morning,Active,falguni.bali236@apollohospital.com,9363631797,Emergency Contact,9062397265,Mother,System,System,2023-01-01,2025-01-01
237,EMP000237,Bina,Kumer,Female,1975-04-21,B-,Married,Technician,Chief Technician,DMLT,Radiology,Full-time,2,\N,24,78870,2002-06-09,Morning,Active,bina.kumer237@apollohospital.com,9421776253,Emergency Contact,9492929831,Brother,System,System,2023-01-01,2025-01-01
238,EMP000238,Garima,Misra,Female,1971-04-19,O-,Married,Nurse,Chief Nursing Officer,GNM,Ward,Full-time,4,\N,32,102030,1994-08-27,Morning,Active,garima.misra238@apollohospital.com,9356939290,Emergency Contact,9600780686,Brother,System,System,2023-01-01,2025-01-01
239,EMP000239,Michael,Dhar,Female,1999-08-08,A+,Divorced,Admin,Senior Executive,M.Com,Finance,Full-time,5,\N,8,40087,2018-02-18,General,Active,michael.dhar239@apollohospital.com,9431074279,Emergency Contact,9907726257,Father,System,System,2023-01-01,2025-01-01
240,EMP000240,Saumya,Pall,Male,2001-12-11,AB+,Married,Admin,Executive,B.Com,Finance,Full-time,7,\N,4,39452,2022-09-02,General,Active,saumya.pall240@apollohospital.com,9950850165,Emergency Contact,9790552818,Mother,System,System,2023-01-01,2025-01-01
241,EMP000241,Warda,Comar,Male,1996-04-18,O-,Divorced,Technician,Senior Technician,MMLT,Laboratory,Full-time,5,\N,6,46969,2020-02-21,Morning,Active,warda.comar241@apollohospital.com,9554864015,Emergency Contact,9577881788,Spouse,System,System,2023-01-01,2025-01-01
242,EMP000242,Anmol,Chauhan,Male,1976-06-26,A-,Single,Nurse,Chief Nursing Officer,B.Sc Nursing,ICU,Contract,11,\N,20,72656,2006-11-23,Evening,Active,anmol.chauhan242@apollohospital.com,9241124127,Emergency Contact,9238046827,Spouse,System,System,2023-01-01,2025-01-01
243,EMP000243,Aayush,Nayar,Male,1977-12-21,B-,Single,Pharmacist,Pharmacy Manager,D.Pharm,Clinical Pharmacy,Full-time,5,\N,15,76839,2011-01-10,Evening,Active,aayush.nayar243@apollohospital.com,9695579887,Emergency Contact,9749242437,Spouse,System,System,2023-01-01,2025-01-01
244,EMP000244,Manbir,Mohan,Male,1978-03-12,B+,Divorced,Doctor,Junior Resident,MD,Pediatrics,Full-time,9,\N,2,83493,2024-05-15,Morning,Active,manbir.mohan244@apollohospital.com,9223105927,Emergency Contact,9452380552,Spouse,System,System,2023-01-01,2025-01-01
245,EMP000245,Samaksh,Karpe,Male,1976-03-18,A+,Married,Technician,Chief Technician,BMLT,Laboratory,Full-time,7,\N,18,70164,2008-05-04,Evening,Active,samaksh.karpe245@apollohospital.com,9520885474,Emergency Contact,9929751702,Sister,System,System,2023-01-01,2025-01-01
246,EMP000246,Indrajit,Borra,Female,1997-01-13,B-,Married,Nurse,Senior Nurse,B.Sc Nursing,ICU,Contract,3,\N,5,44673,2021-10-27,Morning,Active,indrajit.borra246@apollohospital.com,9939834301,Emergency Contact,9871863759,Sister,System,System,2023-01-01,2025-01-01
247,EMP000247,Balendra,Gola,Male,1973-11-12,O+,Married,Admin,Executive,M.Com,Operations,Full-time,1,\N,4,33099,2022-07-05,General,Active,balendra.gola247@apollohospital.com,9554781376,Emergency Contact,9742662991,Mother,System,System,2023-01-01,2025-01-01
248,EMP000248,Harish,Datta,Male,1991-08-28,A-,Divorced,Nurse,Senior Nurse,B.Sc Nursing,ICU,Full-time,5,\N,5,42054,2021-09-11,Evening,Active,harish.datta248@apollohospital.com,9462879232,Emergency Contact,9648704947,Sister,System,System,2023-01-01,2025-01-01
249,EMP000249,Nisha,Sengupta,Female,1967-01-26,AB+,Married,Doctor,Senior Consultant,DM,Neurology,Full-time,9,\N,15,152356,2011-01-05,Night,Active,nisha.sengupta249@apollohospital.com,9462730147,Emergency Contact,9195979647,Father,System,System,2023-01-01,2025-01-01
250,EMP000250,Jonathan,Kakar,Female,1973-12-19,AB+,Single,Doctor,Head Consultant,MCh,Cardiology,Full-time,11,\N,17,158197,2009-01-28,Evening,Active,jonathan.kakar250@apollohospital.com,9725204565,Emergency Contact,9044818321,Sister,System,System,2023-01-01,2025-01-01
251,EMP000251,Darsh,Kata,Male,1994-06-28,AB+,Married,Nurse,Nursing Supervisor,M.Sc Nursing,OT,Contract,6,\N,9,50785,2017-06-27,Night,Active,darsh.kata251@apollohospital.com,9952028457,Emergency Contact,9652132833,Sister,System,System,2023-01-01,2025-01-01
252,EMP000252,Geetika,Mani,Female,1970-07-15,B+,Single,Pharmacist,Senior Pharmacist,B.Pharm,Retail Pharmacy,Contract,10,\N,8,57152,2018-02-04,Evening,Active,geetika.mani252@apollohospital.com,9279852401,Emergency Contact,9322342321,Brother,System,System,2023-01-01,2025-01-01
253,EMP000253,Ati,Babu,Female,1989-01-25,O+,Single,Doctor,Junior Resident,MD,Neurology,Contract,7,\N,2,82268,2024-08-25,Night,Active,ati.babu253@apollohospital.com,9890714014,Emergency Contact,9011939325,Father,System,System,2023-01-01,2025-01-01
254,EMP000254,Neha,Dube,Female,1999-12-09,AB-,Single,Nurse,Staff Nurse,M.Sc Nursing,NICU,Full-time,2,\N,2,37981,2024-10-12,Night,Active,neha.dube254@apollohospital.com,9911908334,Emergency Contact,9280138759,Mother,System,System,2023-01-01,2025-01-01
255,EMP000255,Zarna,Datta,Male,1968-02-06,O+,Single,Doctor,Head Consultant,MCh,General Medicine,Full-time,4,\N,22,185338,2004-06-13,Morning,Active,zarna.datta255@apollohospital.com,9517182754,Emergency Contact,9801571647,Sister,System,System,2023-01-01,2025-01-01
256,EMP000256,Joshua,Rout,Female,1985-04-18,O+,Single,Technician,Chief Technician,DMLT,CT Scan,Contract,8,\N,15,64692,2011-07-10,Evening,Active,joshua.rout256@apollohospital.com,9207167811,Emergency Contact,9266912153,Spouse,System,System,2023-01-01,2025-01-01
257,EMP000257,Daniel,Sodhi,Male,1991-07-04,O+,Divorced,Pharmacist,Senior Pharmacist,B.Pharm,Retail Pharmacy,Full-time,2,\N,10,65265,2016-04-27,Evening,Active,daniel.sodhi257@apollohospital.com,9657967842,Emergency Contact,9711477320,Father,System,System,2023-01-01,2025-01-01
258,EMP000258,Vihaan,Narang,Female,2000-08-22,O+,Divorced,Pharmacist,Pharmacist,M.Pharm,Retail Pharmacy,Contract,8,\N,1,40451,2025-01-06,Evening,Active,vihaan.narang258@apollohospital.com,9991187734,Emergency Contact,9778485880,Father,System,System,2023-01-01,2025-01-01
259,EMP000259,Jatin,Dayal,Female,1977-02-13,O+,Married,Technician,Chief Technician,BMLT,Radiology,Contract,3,\N,29,82469,1997-08-11,Morning,Active,jatin.dayal259@apollohospital.com,9842762467,Emergency Contact,9197889778,Mother,System,System,2023-01-01,2025-01-01
260,EMP000260,Hamsini,Misra,Female,1971-07-09,O+,Divorced,Pharmacist,Pharmacist,M.Pharm,Retail Pharmacy,Contract,7,\N,4,52078,2022-08-19,Evening,Active,hamsini.misra260@apollohospital.com,9500902559,Emergency Contact,9056165565,Father,System,System,2023-01-01,2025-01-01
261,EMP000261,Pallavi,Pradhan,Female,1989-04-21,A-,Divorced,Technician,Senior Technician,DMLT,MRI,Full-time,10,\N,8,45337,2018-05-19,Evening,Active,pallavi.pradhan261@apollohospital.com,9208507698,Emergency Contact,9640790569,Brother,System,System,2023-01-01,2025-01-01
262,EMP000262,Vinaya,Manne,Male,1976-02-26,B-,Married,Doctor,Head Consultant,DM,Pulmonology,Full-time,2,\N,19,168365,2007-08-04,Night,Active,vinaya.manne262@apollohospital.com,9456371834,Emergency Contact,9404963919,Father,System,System,2023-01-01,2025-01-01
263,EMP000263,Rushil,Shukla,Female,1968-05-03,O-,Married,Admin,Manager,MBA,Operations,Full-time,4,\N,22,66517,2004-10-26,General,Active,rushil.shukla263@apollohospital.com,9484685366,Emergency Contact,9498782082,Sister,System,System,2023-01-01,2025-01-01
264,EMP000264,Fariq,Shroff,Male,1974-11-27,AB+,Divorced,Admin,Manager,M.Com,HR,Full-time,3,\N,14,52278,2012-12-15,General,Active,fariq.shroff264@apollohospital.com,9572324665,Emergency Contact,9136442493,Brother,System,System,2023-01-01,2025-01-01
265,EMP000265,Zinal,Sinha,Male,1981-03-07,AB+,Married,Doctor,Consultant,DM,Radiology,Contract,1,\N,4,95457,2022-01-08,Night,Active,zinal.sinha265@apollohospital.com,9032420448,Emergency Contact,9207001594,Father,System,System,2023-01-01,2025-01-01
266,EMP000266,Ekantika,Dugal,Male,1977-11-22,B+,Single,Pharmacist,Senior Pharmacist,D.Pharm,Inventory,Full-time,2,\N,12,69416,2014-02-13,Morning,Active,ekantika.dugal266@apollohospital.com,9898471391,Emergency Contact,9559636321,Mother,System,System,2023-01-01,2025-01-01
267,EMP000267,Jhalak,Randhawa,Female,1992-08-14,A+,Married,Admin,Senior Executive,B.Com,HR,Full-time,7,\N,9,43092,2017-05-28,General,Active,jhalak.randhawa267@apollohospital.com,9734257540,Emergency Contact,9900348645,Father,System,System,2023-01-01,2025-01-01
268,EMP000268,Isaac,Oak,Female,1970-08-13,AB+,Married,Nurse,Chief Nursing Officer,GNM,Emergency,Contract,7,\N,16,66436,2010-01-13,Morning,Active,isaac.oak268@apollohospital.com,9275604177,Emergency Contact,9656124815,Brother,System,System,2023-01-01,2025-01-01
269,EMP000269,Advay,Chander,Male,1970-08-23,A+,Divorced,Admin,Manager,MBA,Procurement,Contract,6,\N,21,64980,2005-01-25,General,Active,advay.chander269@apollohospital.com,9063459112,Emergency Contact,9382965772,Spouse,System,System,2023-01-01,2025-01-01
270,EMP000270,Lipika,Arora,Male,1992-10-27,AB+,Single,Pharmacist,Senior Pharmacist,D.Pharm,Retail Pharmacy,Contract,10,\N,11,64211,2015-06-26,Morning,Active,lipika.arora270@apollohospital.com,9669300893,Emergency Contact,9173420696,Sister,System,System,2023-01-01,2025-01-01
271,EMP000271,Christopher,Gade,Female,1988-02-12,A-,Single,Technician,Lab Technician,MMLT,Blood Bank,Full-time,6,\N,5,42564,2021-03-19,Evening,Active,christopher.gade271@apollohospital.com,9713334476,Emergency Contact,9263934362,Brother,System,System,2023-01-01,2025-01-01
272,EMP000272,Nirja,Kala,Female,1995-05-09,O-,Single,Technician,Lab Technician,BMLT,Blood Bank,Contract,5,\N,1,37405,2025-04-20,Evening,Active,nirja.kala272@apollohospital.com,9107256366,Emergency Contact,9941180053,Brother,System,System,2023-01-01,2025-01-01
273,EMP000273,Banjeet,Goyal,Female,1983-11-26,A+,Single,Admin,Manager,B.Com,Procurement,Contract,11,\N,20,59478,2006-10-23,General,Active,banjeet.goyal273@apollohospital.com,9528092428,Emergency Contact,9757215862,Spouse,System,System,2023-01-01,2025-01-01
274,EMP000274,Garima,Pandey,Male,1997-01-05,AB+,Divorced,Nurse,Senior Nurse,B.Sc Nursing,Ward,Contract,4,\N,6,46317,2020-08-28,Evening,Active,garima.pandey274@apollohospital.com,9948562572,Emergency Contact,9870320320,Brother,System,System,2023-01-01,2025-01-01
275,EMP000275,Gopal,Lad,Male,1988-12-15,O-,Single,Technician,Senior Technician,BMLT,MRI,Full-time,3,\N,6,46608,2020-07-04,Evening,Active,gopal.lad275@apollohospital.com,9771215134,Emergency Contact,9228499390,Sister,System,System,2023-01-01,2025-01-01
276,EMP000276,Harsh,Mand,Female,1968-07-03,O-,Divorced,Nurse,Nursing Supervisor,GNM,OT,Contract,10,\N,12,56212,2014-04-25,Evening,Active,harsh.mand276@apollohospital.com,9165915201,Emergency Contact,9777490509,Brother,System,System,2023-01-01,2025-01-01
277,EMP000277,Lohit,Handa,Male,1984-03-07,AB+,Married,Nurse,Chief Nursing Officer,GNM,ICU,Full-time,1,\N,19,74482,2007-01-26,Night,Active,lohit.handa277@apollohospital.com,9616423610,Emergency Contact,9326642147,Brother,System,System,2023-01-01,2025-01-01
278,EMP000278,Saksham,Sehgal,Female,1985-03-12,AB-,Divorced,Technician,Chief Technician,DMLT,CT Scan,Contract,5,\N,20,69649,2006-11-04,Evening,Active,saksham.sehgal278@apollohospital.com,9749961659,Emergency Contact,9266108573,Mother,System,System,2023-01-01,2025-01-01
279,EMP000279,Chandani,Issac,Female,1972-05-15,O-,Married,Pharmacist,Senior Pharmacist,D.Pharm,Clinical Pharmacy,Full-time,5,\N,6,55805,2020-07-03,Evening,Active,chandani.issac279@apollohospital.com,9386490810,Emergency Contact,9818661794,Spouse,System,System,2023-01-01,2025-01-01
280,EMP000280,Jairaj,Munshi,Male,1988-09-01,O-,Single,Technician,Lab Technician,DMLT,CT Scan,Contract,2,\N,3,35770,2023-02-24,Morning,Active,jairaj.munshi280@apollohospital.com,9645977945,Emergency Contact,9232194168,Father,System,System,2023-01-01,2025-01-01
281,EMP000281,Amrita,Panchal,Female,2005-02-01,O-,Married,Admin,Executive,M.Com,Procurement,Contract,7,\N,2,32480,2024-03-21,General,Active,amrita.panchal281@apollohospital.com,9641220310,Emergency Contact,9303723683,Father,System,System,2023-01-01,2025-01-01
282,EMP000282,Neel,Sridhar,Female,1984-03-16,A-,Single,Pharmacist,Pharmacy Manager,D.Pharm,Inventory,Contract,7,\N,15,75755,2011-07-01,Evening,Active,neel.sridhar282@apollohospital.com,9770793349,Emergency Contact,9605016679,Sister,System,System,2023-01-01,2025-01-01
283,EMP000283,Azad,Rao,Female,1961-01-16,O-,Single,Doctor,Head Consultant,MBBS,Cardiology,Full-time,3,\N,19,170457,2007-07-16,Night,Active,azad.rao283@apollohospital.com,9581467179,Emergency Contact,9576024375,Brother,System,System,2023-01-01,2025-01-01
284,EMP000284,Harsh,Misra,Female,1990-10-22,O-,Single,Technician,Senior Technician,BMLT,CT Scan,Contract,6,\N,8,52262,2018-06-20,Evening,Active,harsh.misra284@apollohospital.com,9572934172,Emergency Contact,9232971674,Mother,System,System,2023-01-01,2025-01-01
285,EMP000285,Zashil,Joshi,Female,1991-01-01,AB-,Divorced,Nurse,Nursing Supervisor,GNM,Emergency,Contract,2,\N,9,56782,2017-06-09,Night,Active,zashil.joshi285@apollohospital.com,9015619318,Emergency Contact,9374550842,Sister,System,System,2023-01-01,2025-01-01
286,EMP000286,Lila,Batta,Female,1966-12-02,O-,Single,Nurse,Senior Nurse,GNM,NICU,Contract,10,\N,7,50994,2019-08-26,Morning,Active,lila.batta286@apollohospital.com,9808121352,Emergency Contact,9478712552,Father,System,System,2023-01-01,2025-01-01
287,EMP000287,Keya,Bahl,Female,1991-07-25,O-,Married,Pharmacist,Senior Pharmacist,B.Pharm,Inventory,Full-time,4,\N,8,56002,2018-01-08,Morning,Active,keya.bahl287@apollohospital.com,9456532863,Emergency Contact,9266678507,Mother,System,System,2023-01-01,2025-01-01
