patient_insurance_id,patient_id,insurance_provider_id,policy_number,policy_holder_name,relationship_with_holder,policy_start_date,policy_end_date,coverage_amount,remaining_coverage,insurance_status,cashless_eligible,pre_authorization_number,remarks,created_by,updated_by,created_date,updated_date
13195,349,16,POL87730043,Swati Chavan,Self,2020-01-01,2020-12-31,200000,169768.37,Expired,True,PA113194,Cashless Approved,System,System,2020-01-01,2020-01-01
13196,349,4,POL43979165,Swati Chavan,Spouse,2020-12-31,2021-12-31,200000,53154.3,Expired,False,,Waiting Approval,System,System,2020-12-31,2020-12-31
13197,20272,48,POL00429238,Ritvik Sharma,Guardian,2020-01-01,2021-12-31,1000000,743352.0,Expired,True,PA113196,Policy Renewed,System,System,2020-01-01,2020-01-01
13198,20272,20,POL70692005,Ritvik Sharma,Self,2021-12-31,2022-12-31,500000,481561.45,Expired,True,PA113197,Verified,System,System,2021-12-31,2021-12-31
13199,25006,3,POL15671227,Sakshi Khan,Self,2020-01-01,2021-12-31,200000,59258.04,Expired,True,PA113198,Waiting Approval,System,System,2020-01-01,2020-01-01
13200,8269,44,POL94444528,Kavya Joshi,Self,2020-01-01,2022-12-31,500000,112672.72,Expired,True,PA113199,Policy Renewed,System,System,2020-01-01,2020-01-01
13201,1837,31,POL96360380,Aanya Fernandes,Self,2020-01-01,2020-12-31,300000,269678.17,Expired,True,PA113200,Policy Renewed,System,System,2020-01-01,2020-01-01
13202,21873,48,POL82352687,Radhika Pillai,Self,2020-01-01,2022-12-31,500000,357971.87,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13203,23784,4,POL59346471,Vihaan Joshi,Self,2020-01-01,2021-12-31,200000,143429.67,Expired,True,PA113202,System Generated,System,System,2020-01-01,2020-01-01
13204,10275,47,POL19777841,Arjun Mishra,Spouse,2020-01-01,2021-12-31,200000,194309.03,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13205,26732,29,POL32610936,Ishita Reddy,Self,2020-01-01,2022-12-31,200000,163162.49,Expired,True,PA113204,Waiting Approval,System,System,2020-01-01,2020-01-01
13206,26732,38,POL05596891,Ishita Reddy,Father,2022-12-31,2023-12-31,300000,155386.77,Expired,False,,System Generated,System,System,2022-12-31,2022-12-31
13207,28887,24,POL48560417,Aryan Sharma,Self,2020-01-01,2022-12-31,200000,109734.58,Expired,True,PA113206,Verified,System,System,2020-01-01,2020-01-01
13208,544,48,POL30681954,Aanya Sharma,Spouse,2020-01-01,2021-12-31,100000,31575.44,Expired,True,PA113207,System Generated,System,System,2020-01-01,2020-01-01
13209,11073,8,POL19283429,Ananya Chavan,Self,2020-01-01,2022-12-31,1000000,443239.89,Expired,True,PA113208,Policy Renewed,System,System,2020-01-01,2020-01-01
13210,7538,26,POL37974299,Shubham Sharma,Spouse,2020-01-01,2021-12-31,1000000,556322.97,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13211,10820,6,POL03763366,Anjali Shetty,Self,2020-01-01,2021-12-31,500000,204434.17,Expired,True,PA113210,Verified,System,System,2020-01-01,2020-01-01
13212,22106,7,POL61360288,Riya Kulkarni,Self,2020-01-01,2020-12-31,500000,466349.14,Expired,True,PA113211,Waiting Approval,System,System,2020-01-01,2020-01-01
13213,22106,37,POL14473967,Riya Kulkarni,Self,2020-12-31,2023-12-31,1000000,209442.14,Expired,True,PA113212,Waiting Approval,System,System,2020-12-31,2020-12-31
13214,536,21,POL32111154,Aditya Gupta,Mother,2020-01-01,2020-12-31,500000,334808.84,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13215,536,45,POL77164685,Aditya Gupta,Self,2020-12-31,2022-12-31,300000,245185.95,Expired,True,PA113214,Policy Renewed,System,System,2020-12-31,2020-12-31
13216,10608,48,POL97572762,Pooja Pandey,Self,2020-01-01,2020-12-31,500000,392843.6,Expired,True,PA113215,Verified,System,System,2020-01-01,2020-01-01
13217,25736,32,POL76794452,Anjali Fernandes,Self,2020-01-01,2020-12-31,300000,214495.91,Expired,True,PA113216,Verified,System,System,2020-01-01,2020-01-01
13218,25736,1,POL58048897,Anjali Fernandes,Self,2020-12-31,2023-12-31,100000,52826.84,Expired,False,,Verified,System,System,2020-12-31,2020-12-31
13219,20604,39,POL23791703,Meera Bose,Spouse,2020-01-01,2020-12-31,200000,186956.36,Expired,True,PA113218,Policy Renewed,System,System,2020-01-01,2020-01-01
13220,29135,27,POL11384705,Sakshi Pandey,Self,2020-01-01,2020-12-31,300000,138947.12,Expired,True,PA113219,Cashless Approved,System,System,2020-01-01,2020-01-01
13221,29135,1,POL69889207,Sakshi Pandey,Self,2020-12-31,2021-12-31,1000000,800107.3,Expired,True,PA113220,System Generated,System,System,2020-12-31,2020-12-31
13222,17380,3,POL40336976,Taylor Fernandes,Guardian,2020-01-01,2022-12-31,500000,470660.39,Expired,True,PA113221,Policy Renewed,System,System,2020-01-01,2020-01-01
13223,13135,12,POL65429705,Pooja Khan,Spouse,2020-01-01,2021-12-31,500000,151353.45,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13224,13135,1,POL70927327,Pooja Khan,Father,2021-12-31,2022-12-31,500000,478832.42,Expired,True,PA113223,Policy Renewed,System,System,2021-12-31,2021-12-31
13225,22246,9,POL48244349,Riya Shetty,Self,2020-01-01,2022-12-31,200000,164165.23,Expired,True,PA113224,System Generated,System,System,2020-01-01,2020-01-01
13226,25077,20,POL96573918,Rohan Fernandes,Self,2020-01-01,2021-12-31,500000,346636.67,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13227,6349,19,POL18560919,Vivaan Iyer,Self,2020-01-01,2022-12-31,200000,99743.79,Expired,True,PA113226,Cashless Approved,System,System,2020-01-01,2020-01-01
13228,6349,11,POL24554433,Vivaan Iyer,Self,2022-12-31,2024-12-30,300000,277023.7,Expired,False,,Verified,System,System,2022-12-31,2022-12-31
13229,16438,34,POL07389348,Pooja Thomas,Self,2020-01-01,2020-12-31,500000,117617.17,Expired,True,PA113228,System Generated,System,System,2020-01-01,2020-01-01
13230,16438,50,POL55293255,Pooja Thomas,Self,2020-12-31,2022-12-31,300000,163638.97,Expired,True,PA113229,Policy Renewed,System,System,2020-12-31,2020-12-31
13231,11291,12,POL67572661,Shubham Menon,Self,2020-01-01,2020-12-31,500000,402653.56,Expired,True,PA113230,Waiting Approval,System,System,2020-01-01,2020-01-01
13232,11291,49,POL04419262,Shubham Menon,Self,2020-12-31,2022-12-31,200000,169782.47,Expired,True,PA113231,System Generated,System,System,2020-12-31,2020-12-31
13233,21258,6,POL23660343,Vihaan Bose,Spouse,2020-01-01,2022-12-31,500000,180911.4,Expired,True,PA113232,System Generated,System,System,2020-01-01,2020-01-01
13234,27366,28,POL69493052,Swati Iyer,Self,2020-01-01,2022-12-31,200000,47616.74,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13235,27366,15,POL59711410,Swati Iyer,Self,2022-12-31,2023-12-31,300000,252684.28,Expired,True,PA113234,Waiting Approval,System,System,2022-12-31,2022-12-31
13236,27593,50,POL40034447,Aanya Kulkarni,Mother,2020-01-01,2020-12-31,300000,161254.14,Expired,True,PA113235,Cashless Approved,System,System,2020-01-01,2020-01-01
13237,27593,47,POL73484860,Aanya Kulkarni,Self,2020-12-31,2023-12-31,300000,94445.7,Expired,True,PA113236,Cashless Approved,System,System,2020-12-31,2020-12-31
13238,18044,11,POL91867591,Ritvik Bose,Self,2020-01-01,2022-12-31,100000,26845.47,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13239,16554,45,POL12861401,Neha Khan,Guardian,2020-01-01,2020-12-31,200000,142502.33,Expired,True,PA113238,System Generated,System,System,2020-01-01,2020-01-01
13240,16554,5,POL02935509,Neha Khan,Mother,2020-12-31,2022-12-31,500000,333127.15,Expired,False,,System Generated,System,System,2020-12-31,2020-12-31
13241,6275,1,POL74710660,Nandini Yadav,Self,2020-01-01,2021-12-31,300000,264957.69,Expired,True,PA113240,System Generated,System,System,2020-01-01,2020-01-01
13242,19452,48,POL41533440,Harsh Singh,Self,2020-01-01,2022-12-31,300000,67576.08,Expired,True,PA113241,Waiting Approval,System,System,2020-01-01,2020-01-01
13243,23330,18,POL75731059,Ishita Joshi,Self,2020-01-01,2020-12-31,300000,268422.54,Expired,True,PA113242,Verified,System,System,2020-01-01,2020-01-01
13244,12784,15,POL12225426,Pooja Khan,Self,2020-01-01,2021-12-31,1000000,909794.49,Expired,True,PA113243,Waiting Approval,System,System,2020-01-01,2020-01-01
13245,12784,27,POL81883375,Pooja Khan,Self,2021-12-31,2024-12-30,1000000,557039.74,Expired,False,,Policy Renewed,System,System,2021-12-31,2021-12-31
13246,1278,36,POL49549276,Tanvi Menon,Self,2020-01-01,2021-12-31,200000,52266.63,Expired,True,PA113245,Cashless Approved,System,System,2020-01-01,2020-01-01
13247,1278,41,POL90020153,Tanvi Menon,Self,2021-12-31,2022-12-31,200000,191478.91,Expired,True,PA113246,Cashless Approved,System,System,2021-12-31,2021-12-31
13248,16131,31,POL63642637,Tanvi Iyer,Self,2020-01-01,2020-12-31,300000,77287.18,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13249,22717,33,POL97024749,Vivaan Iyer,Self,2020-01-01,2022-12-31,100000,67254.02,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13250,17268,2,POL06630788,Khushi Jain,Self,2020-01-01,2020-12-31,200000,118905.04,Expired,True,PA113249,Cashless Approved,System,System,2020-01-01,2020-01-01
13251,1671,2,POL53428260,Vivaan Chavan,Self,2020-01-01,2022-12-31,200000,173613.83,Expired,True,PA113250,Verified,System,System,2020-01-01,2020-01-01
13252,12008,13,POL08376278,Muskan Jain,Self,2020-01-01,2020-12-31,200000,120417.1,Expired,True,PA113251,Verified,System,System,2020-01-01,2020-01-01
13253,12008,24,POL49415235,Muskan Jain,Self,2020-12-31,2021-12-31,500000,287648.11,Expired,True,PA113252,Cashless Approved,System,System,2020-12-31,2020-12-31
13254,15164,19,POL96355367,Abhishek Khan,Self,2020-01-01,2020-12-31,200000,180904.02,Expired,True,PA113253,Policy Renewed,System,System,2020-01-01,2020-01-01
13255,16541,4,POL40186552,Preeti Patel,Self,2020-01-01,2022-12-31,100000,97120.81,Expired,True,PA113254,Waiting Approval,System,System,2020-01-01,2020-01-01
13256,362,3,POL03305308,Sakshi Pandey,Self,2020-01-01,2022-12-31,500000,319708.04,Expired,True,PA113255,System Generated,System,System,2020-01-01,2020-01-01
13257,362,11,POL77802698,Sakshi Pandey,Self,2022-12-31,2025-12-30,500000,281889.57,Expired,True,PA113256,Policy Renewed,System,System,2022-12-31,2022-12-31
13258,9218,31,POL83601245,Raj Verma,Self,2020-01-01,2022-12-31,500000,432438.06,Expired,True,PA113257,Verified,System,System,2020-01-01,2020-01-01
13259,16328,18,POL02112834,Khushi Sharma,Self,2020-01-01,2021-12-31,200000,172974.95,Expired,True,PA113258,System Generated,System,System,2020-01-01,2020-01-01
13260,14499,32,POL79649358,Aditi Patel,Self,2020-01-01,2022-12-31,100000,45550.54,Expired,True,PA113259,System Generated,System,System,2020-01-01,2020-01-01
13261,14499,47,POL31056929,Aditi Patel,Self,2022-12-31,2024-12-30,100000,66097.89,Expired,True,PA113260,Policy Renewed,System,System,2022-12-31,2022-12-31
13262,3871,40,POL24732368,Riya Menon,Self,2020-01-01,2022-12-31,200000,64658.72,Expired,True,PA113261,Policy Renewed,System,System,2020-01-01,2020-01-01
13263,16420,44,POL67728133,Harsh Singh,Self,2020-01-01,2020-12-31,200000,141686.72,Expired,True,PA113262,Waiting Approval,System,System,2020-01-01,2020-01-01
13264,16420,8,POL67704012,Harsh Singh,Self,2020-12-31,2023-12-31,500000,433595.61,Expired,True,PA113263,Policy Renewed,System,System,2020-12-31,2020-12-31
13265,6578,26,POL34797496,Vihaan Nair,Self,2020-01-01,2022-12-31,1000000,350012.07,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13266,22735,33,POL83074234,Vivaan Reddy,Mother,2020-01-01,2020-12-31,500000,229218.82,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13267,12390,16,POL17881722,Nikhil Nair,Self,2020-01-01,2021-12-31,500000,279573.71,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13268,1265,24,POL74384847,Pooja Shetty,Self,2020-01-01,2022-12-31,300000,262819.22,Expired,True,PA113267,Waiting Approval,System,System,2020-01-01,2020-01-01
13269,3025,12,POL45482944,Arjun Bose,Mother,2020-01-01,2020-12-31,500000,392548.0,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13270,23554,5,POL71770941,Yash Patel,Father,2020-01-01,2022-12-31,1000000,453496.31,Expired,True,PA113269,System Generated,System,System,2020-01-01,2020-01-01
13271,15820,11,POL37300847,Tanvi Menon,Self,2020-01-01,2020-12-31,300000,118328.05,Expired,True,PA113270,Policy Renewed,System,System,2020-01-01,2020-01-01
13272,15794,26,POL77519467,Pooja Jain,Self,2020-01-01,2021-12-31,100000,75656.38,Expired,True,PA113271,System Generated,System,System,2020-01-01,2020-01-01
13273,15794,24,POL26024815,Pooja Jain,Self,2021-12-31,2023-12-31,100000,58391.0,Expired,True,PA113272,Verified,System,System,2021-12-31,2021-12-31
13274,9350,47,POL64831039,Simran Pandey,Self,2020-01-01,2022-12-31,300000,202453.01,Expired,True,PA113273,Verified,System,System,2020-01-01,2020-01-01
13275,9350,11,POL65904914,Simran Pandey,Self,2022-12-31,2025-12-30,200000,143791.59,Expired,False,,Waiting Approval,System,System,2022-12-31,2022-12-31
13276,19465,37,POL31928701,Tanvi Khan,Self,2020-01-01,2021-12-31,1000000,646949.39,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13277,2706,31,POL66255515,Varun Thomas,Self,2020-01-01,2020-12-31,300000,207137.29,Expired,True,PA113276,System Generated,System,System,2020-01-01,2020-01-01
13278,14075,19,POL98341570,Radhika Kapoor,Self,2020-01-01,2021-12-31,500000,455001.26,Expired,True,PA113277,Policy Renewed,System,System,2020-01-01,2020-01-01
13279,16363,2,POL47132651,Pooja Joshi,Self,2020-01-01,2021-12-31,100000,89455.91,Expired,True,PA113278,Waiting Approval,System,System,2020-01-01,2020-01-01
13280,16363,3,POL12280188,Pooja Joshi,Spouse,2021-12-31,2023-12-31,300000,95768.23,Expired,False,,Waiting Approval,System,System,2021-12-31,2021-12-31
13281,28883,50,POL68122794,Vihaan Kulkarni,Spouse,2020-01-01,2021-12-31,300000,200759.21,Expired,True,PA113280,System Generated,System,System,2020-01-01,2020-01-01
13282,11702,16,POL05889774,Siddharth Iyer,Self,2020-01-01,2020-12-31,500000,275720.8,Expired,True,PA113281,Policy Renewed,System,System,2020-01-01,2020-01-01
13283,11702,3,POL33013429,Siddharth Iyer,Self,2020-12-31,2022-12-31,200000,85683.21,Expired,False,,Cashless Approved,System,System,2020-12-31,2020-12-31
13284,23189,33,POL58406850,Sam Thomas,Self,2020-01-01,2021-12-31,1000000,704917.93,Expired,True,PA113283,Verified,System,System,2020-01-01,2020-01-01
13285,461,24,POL28011458,Nandini Thomas,Self,2020-01-01,2022-12-31,500000,304353.41,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
13286,13992,50,POL70903590,Aryan Fernandes,Mother,2020-01-01,2021-12-31,500000,409961.63,Expired,True,PA113285,Verified,System,System,2020-01-01,2020-01-01
13287,1818,37,POL03433155,Harsh Kapoor,Father,2020-01-01,2022-12-31,1000000,274744.79,Expired,True,PA113286,Waiting Approval,System,System,2020-01-01,2020-01-01
13288,6960,11,POL92777961,Ananya Reddy,Self,2020-01-01,2022-12-31,1000000,442144.6,Expired,True,PA113287,Cashless Approved,System,System,2020-01-01,2020-01-01
13289,17407,44,POL45585918,Tanvi Chavan,Self,2020-01-01,2021-12-31,200000,44125.16,Expired,True,PA113288,Waiting Approval,System,System,2020-01-01,2020-01-01
13290,6933,46,POL00346081,Alex Thomas,Self,2020-01-01,2020-12-31,500000,398383.9,Expired,True,PA113289,System Generated,System,System,2020-01-01,2020-01-01
13291,20414,32,POL83263767,Sneha Khan,Self,2020-01-01,2022-12-31,100000,92996.59,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13292,23719,19,POL45227607,Riya Khan,Self,2020-01-01,2021-12-31,300000,200970.32,Expired,True,PA113291,Policy Renewed,System,System,2020-01-01,2020-01-01
13293,23719,22,POL36025826,Riya Khan,Self,2021-12-31,2024-12-30,100000,69358.33,Expired,True,PA113292,Policy Renewed,System,System,2021-12-31,2021-12-31
13294,21413,29,POL37421614,Karan Das,Self,2020-01-01,2020-12-31,500000,118570.05,Expired,True,PA113293,Policy Renewed,System,System,2020-01-01,2020-01-01
13295,17770,42,POL38231441,Abhishek Singh,Self,2020-01-01,2021-12-31,300000,180907.51,Expired,True,PA113294,Waiting Approval,System,System,2020-01-01,2020-01-01
13296,23604,37,POL30152356,Sneha Thomas,Self,2020-01-01,2021-12-31,500000,310748.89,Expired,True,PA113295,Policy Renewed,System,System,2020-01-01,2020-01-01
13297,11848,14,POL71181483,Shubham Shetty,Guardian,2020-01-01,2020-12-31,500000,115589.79,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13298,2627,4,POL48494465,Aditya Bose,Self,2020-01-01,2021-12-31,300000,247772.91,Expired,True,PA113297,Cashless Approved,System,System,2020-01-01,2020-01-01
13299,2939,42,POL79686689,Neha Thomas,Self,2020-01-01,2022-12-31,200000,84531.22,Expired,True,PA113298,Waiting Approval,System,System,2020-01-01,2020-01-01
13300,8680,22,POL11849039,Shruti Shetty,Self,2020-01-01,2020-12-31,500000,389378.8,Expired,True,PA113299,System Generated,System,System,2020-01-01,2020-01-01
13301,25096,45,POL28874799,Krishna Khan,Self,2020-01-01,2020-12-31,300000,156702.08,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13302,25096,39,POL31401189,Krishna Khan,Self,2020-12-31,2021-12-31,300000,298955.07,Expired,True,PA113301,Verified,System,System,2020-12-31,2020-12-31
13303,26065,15,POL16261003,Raj Chavan,Self,2020-01-01,2020-12-31,1000000,369764.12,Expired,True,PA113302,Cashless Approved,System,System,2020-01-01,2020-01-01
13304,6069,19,POL25430686,Radhika Reddy,Spouse,2020-01-01,2022-12-31,200000,49317.69,Expired,True,PA113303,Verified,System,System,2020-01-01,2020-01-01
13305,3246,27,POL34468096,Preeti Verma,Self,2020-01-01,2021-12-31,300000,295177.32,Expired,True,PA113304,Policy Renewed,System,System,2020-01-01,2020-01-01
13306,26804,10,POL44954737,Karan Patel,Self,2020-01-01,2020-12-31,500000,197536.81,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13307,26804,8,POL65271181,Karan Patel,Self,2020-12-31,2022-12-31,100000,70826.49,Expired,False,,Verified,System,System,2020-12-31,2020-12-31
13308,23695,10,POL98981901,Aryan Joshi,Mother,2020-01-01,2022-12-31,200000,99930.92,Expired,True,PA113307,System Generated,System,System,2020-01-01,2020-01-01
13309,19856,14,POL61416125,Shruti Iyer,Mother,2020-01-01,2021-12-31,500000,355851.14,Expired,True,PA113308,Policy Renewed,System,System,2020-01-01,2020-01-01
13310,19856,3,POL85271931,Shruti Iyer,Self,2021-12-31,2024-12-30,200000,135369.37,Expired,True,PA113309,Policy Renewed,System,System,2021-12-31,2021-12-31
13311,21141,48,POL81177128,Anjali Chavan,Self,2020-01-01,2021-12-31,300000,229745.73,Expired,True,PA113310,Cashless Approved,System,System,2020-01-01,2020-01-01
13312,1153,40,POL48109229,Raj Pandey,Self,2020-01-01,2022-12-31,500000,107377.34,Expired,True,PA113311,Policy Renewed,System,System,2020-01-01,2020-01-01
13313,18015,37,POL91814434,Robin Kapoor,Self,2020-01-01,2020-12-31,500000,434477.69,Expired,True,PA113312,Cashless Approved,System,System,2020-01-01,2020-01-01
13314,9093,10,POL57561750,Aditya Shetty,Self,2020-01-01,2022-12-31,500000,291466.35,Expired,True,PA113313,Policy Renewed,System,System,2020-01-01,2020-01-01
13315,2280,16,POL84665965,Sakshi Sharma,Self,2020-01-01,2022-12-31,500000,307541.12,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13316,26846,32,POL95962280,Sneha Menon,Self,2020-01-01,2020-12-31,200000,105764.03,Expired,True,PA113315,Cashless Approved,System,System,2020-01-01,2020-01-01
13317,27536,36,POL91263613,Pooja Yadav,Self,2020-01-01,2020-12-31,500000,495752.99,Expired,True,PA113316,Verified,System,System,2020-01-01,2020-01-01
13318,3904,49,POL61223018,Shruti Gupta,Self,2020-01-01,2021-12-31,500000,420628.55,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13319,3904,26,POL57266552,Shruti Gupta,Father,2021-12-31,2024-12-30,200000,89822.94,Expired,True,PA113318,Verified,System,System,2021-12-31,2021-12-31
13320,11377,29,POL68549307,Anjali Jain,Self,2020-01-01,2020-12-31,1000000,826457.02,Expired,True,PA113319,Policy Renewed,System,System,2020-01-01,2020-01-01
13321,14219,48,POL17678038,Nikhil Kulkarni,Self,2020-01-01,2021-12-31,500000,274797.41,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13322,2135,40,POL63395404,Anjali Pandey,Self,2020-01-01,2022-12-31,200000,179202.13,Expired,True,PA113321,Waiting Approval,System,System,2020-01-01,2020-01-01
13323,12899,14,POL35167561,Vihaan Pillai,Self,2020-01-01,2022-12-31,500000,112338.6,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13324,3105,29,POL38836171,Muskan Das,Self,2020-01-01,2022-12-31,500000,242162.6,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13325,10240,8,POL61783665,Swati Nair,Self,2020-01-01,2021-12-31,300000,163156.6,Expired,True,PA113324,System Generated,System,System,2020-01-01,2020-01-01
13326,29045,38,POL78946163,Priya Joshi,Self,2020-01-01,2020-12-31,500000,397699.83,Expired,True,PA113325,Waiting Approval,System,System,2020-01-01,2020-01-01
13327,29045,3,POL15703547,Priya Joshi,Self,2020-12-31,2021-12-31,500000,172920.11,Expired,True,PA113326,Waiting Approval,System,System,2020-12-31,2020-12-31
13328,29948,8,POL97608133,Raj Shetty,Self,2020-01-01,2021-12-31,500000,214512.44,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13329,1648,36,POL04695355,Yash Yadav,Self,2020-01-01,2021-12-31,200000,155820.85,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13330,19392,19,POL11261194,Ankit Shetty,Mother,2020-01-01,2022-12-31,300000,78442.48,Expired,True,PA113329,System Generated,System,System,2020-01-01,2020-01-01
13331,15979,48,POL46851095,Nandini Kulkarni,Self,2020-01-01,2021-12-31,300000,108269.83,Expired,True,PA113330,Cashless Approved,System,System,2020-01-01,2020-01-01
13332,27210,48,POL91711991,Vihaan Gupta,Self,2020-01-01,2020-12-31,500000,401346.62,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
13333,27210,21,POL35763472,Vihaan Gupta,Self,2020-12-31,2023-12-31,300000,270126.88,Expired,True,PA113332,System Generated,System,System,2020-12-31,2020-12-31
13334,27497,29,POL38126508,Riya Pandey,Father,2020-01-01,2020-12-31,100000,78306.24,Expired,True,PA113333,Verified,System,System,2020-01-01,2020-01-01
13335,20294,39,POL06317113,Rohan Iyer,Self,2020-01-01,2021-12-31,200000,124342.13,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
13336,25177,32,POL29366135,Vihaan Joshi,Self,2020-01-01,2020-12-31,300000,83774.71,Expired,True,PA113335,Cashless Approved,System,System,2020-01-01,2020-01-01
13337,129,24,POL77642412,Rohan Fernandes,Spouse,2020-01-01,2020-12-31,500000,430890.3,Expired,True,PA113336,Waiting Approval,System,System,2020-01-01,2020-01-01
13338,129,26,POL77283649,Rohan Fernandes,Self,2020-12-31,2022-12-31,500000,149615.6,Expired,False,,Policy Renewed,System,System,2020-12-31,2020-12-31
13339,28188,44,POL40284671,Yash Iyer,Self,2020-01-01,2021-12-31,300000,152418.83,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
13340,8023,38,POL09956755,Sai Sharma,Self,2020-01-01,2021-12-31,100000,24039.95,Expired,True,PA113339,Cashless Approved,System,System,2020-01-01,2020-01-01
13341,22488,39,POL20358290,Aanya Gupta,Spouse,2020-01-01,2020-12-31,200000,153548.02,Expired,True,PA113340,Cashless Approved,System,System,2020-01-01,2020-01-01
13342,22171,25,POL71484448,Khushi Kapoor,Self,2020-01-01,2021-12-31,200000,120559.19,Expired,True,PA113341,Policy Renewed,System,System,2020-01-01,2020-01-01
13343,22171,33,POL14317660,Khushi Kapoor,Self,2021-12-31,2022-12-31,500000,463043.09,Expired,True,PA113342,Policy Renewed,System,System,2021-12-31,2021-12-31
13344,23135,15,POL17918777,Neha Singh,Self,2020-01-01,2022-12-31,100000,31099.4,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
13345,2670,14,POL10290621,Riya Fernandes,Self,2020-01-01,2022-12-31,300000,256599.83,Expired,True,PA113344,Policy Renewed,System,System,2020-01-01,2020-01-01
13346,11340,29,POL94481586,Krishna Verma,Self,2020-01-01,2020-12-31,500000,304267.5,Expired,True,PA113345,Waiting Approval,System,System,2020-01-01,2020-01-01
13347,18806,44,POL89536608,Aarav Bose,Self,2020-01-01,2021-12-31,1000000,492873.91,Expired,True,PA113346,System Generated,System,System,2020-01-01,2020-01-01
13348,19430,18,POL85599797,Ishita Kapoor,Self,2020-01-01,2020-12-31,1000000,714853.51,Expired,True,PA113347,Waiting Approval,System,System,2020-01-01,2020-01-01
13349,13459,39,POL54960884,Krishna Fernandes,Self,2020-01-01,2020-12-31,1000000,832333.9,Expired,True,PA113348,Policy Renewed,System,System,2020-01-01,2020-01-01
13350,25934,33,POL35043454,Ishita Yadav,Self,2020-01-01,2021-12-31,500000,276114.11,Expired,True,PA113349,Waiting Approval,System,System,2020-01-01,2020-01-01
13351,24718,18,POL14703603,Krishna Verma,Father,2020-01-01,2022-12-31,500000,193122.27,Expired,True,PA113350,Waiting Approval,System,System,2020-01-01,2020-01-01
13352,22541,50,POL35389251,Muskan Yadav,Self,2020-01-01,2021-12-31,500000,466315.66,Expired,True,PA113351,Waiting Approval,System,System,2020-01-01,2020-01-01
13353,22541,49,POL69709379,Muskan Yadav,Father,2021-12-31,2023-12-31,500000,225199.1,Expired,False,,Policy Renewed,System,System,2021-12-31,2021-12-31
13354,11735,47,POL06946962,Rohan Verma,Self,2020-01-01,2020-12-31,1000000,998589.16,Expired,True,PA113353,Policy Renewed,System,System,2020-01-01,2020-01-01
13355,11735,44,POL40151750,Rohan Verma,Self,2020-12-31,2023-12-31,300000,244157.98,Expired,True,PA113354,Policy Renewed,System,System,2020-12-31,2020-12-31
13356,17063,15,POL35615691,Ritvik Kapoor,Self,2020-01-01,2020-12-31,300000,225076.6,Expired,True,PA113355,Verified,System,System,2020-01-01,2020-01-01
13357,17971,29,POL21167788,Harsh Gupta,Self,2020-01-01,2022-12-31,300000,62975.93,Expired,True,PA113356,System Generated,System,System,2020-01-01,2020-01-01
13358,10793,44,POL04023846,Meera Shetty,Guardian,2020-01-01,2021-12-31,500000,279412.53,Expired,True,PA113357,Cashless Approved,System,System,2020-01-01,2020-01-01
13359,13078,33,POL00851020,Priya Pillai,Father,2020-01-01,2020-12-31,500000,300984.43,Expired,True,PA113358,Verified,System,System,2020-01-01,2020-01-01
13360,13210,8,POL73362463,Siddharth Mishra,Self,2020-01-01,2020-12-31,500000,250550.56,Expired,True,PA113359,Verified,System,System,2020-01-01,2020-01-01
13361,11038,4,POL59679265,Muskan Patel,Self,2020-01-01,2022-12-31,300000,95993.54,Expired,True,PA113360,Verified,System,System,2020-01-01,2020-01-01
